"スキル項目コード","スキル項目識別子","知識項目コード","知識項目識別子","知識項目"
"S210070010","163","K082","5002","分散問合わせ処理:分散問合わせの実行戦略"
"S210070010","163","K083","5003","並行実行制御:各種アプローチ（特徴的な複製技術や投票方法に基づくものを含む）"
"S210070010","163","K084","5004","並行実行制御:並行実行に起因する特有な問題、その解決方法、分離レベルとその効果"
"S210070010","163","K085","5005","問合わせ言語"
"S210070010","163","K086","5006","問合わせ処理の戦略、問合わせ処理の最適化"
"S210070010","163","K087","5007","役割と実行能力に基づくアクセスモデル"
"S210070010","163","K088","5008","論理設計（DBMS非依存設計）:ER、オブジェクト指向"
"S210070020","164","K001","5009","リレーショナル代数"
"S210070020","164","K002","5010","リレーション、ドメイン.タプル、属性"
"S210070020","164","K003","5011","主キー、外部キー、インテグリティ制約"
"S210070020","164","K004","5012","正規化"
"S210070030","165","K001","5013","DBMS"
"S210070030","165","K002","5014","DBMS（DataBase Management System）製品に関する知識"
"S210070030","165","K003","5015","SQL"
"S210070030","165","K004","5016","インテグリティ確保機能"
"S210070030","165","K005","9988","カラム指向型データベース"
"S210070030","165","K006","9989","キーバリュー型データベース"
"S210070030","165","K007","9990","グラフデータベース"
"S210070030","165","K008","5017","システムカタログの保持機能"
"S210070030","165","K009","5018","データ、メタデータ、情報、知識、データベース、データベース管理システム、情報システム（利用者の活動を含めた広義のシステム）の目的、価値、利用方法"
"S210070030","165","K010","5019","データのバックアップとリカバリー"
"S210070030","165","K011","5020","データの収集"
"S210070030","165","K012","5021","データの入手先やその形式の検討"
"S210070030","165","K013","5022","データの品質（正確性、即時性、完全性など）"
"S210070030","165","K014","5023","データの保持"
"S210070030","165","K015","5024","データベースシステムの歴史およびその動機づけ"
"S210070030","165","K016","5025","データベースのモデル"
"S210070030","165","K017","5026","データベースの種類と特徴"
"S210070030","165","K018","5027","データベースバックアップリカバリ機能"
"S210070030","165","K019","5028","データベース言語"
"S210070030","165","K020","5029","データベース制御"
"S210070030","165","K021","5030","データベース利用の記録機能"
"S210070030","165","K022","5031","データベース利用要求の解釈機能"
"S210070030","165","K023","9991","ドキュメント指向型データベース"
"S210070030","165","K024","9992","メモリデータベース"
"S210070030","165","K025","5032","リレーショナルデータベースシステムの基本構造"
"S210070030","165","K026","5033","リレーショナルテーブルの取り出し、格納実行機能"
"S210070030","165","K027","5034","リレーショナル代数"
"S210070030","165","K028","5035","リレーション、ドメイン.タプル、属性"
"S210070030","165","K029","5036","主キー、外部キー、インテグリティ制約"
"S210070030","165","K030","5037","正規化"
"S210070040","166","K001","5038","Query by Example（QBE）"
"S210070040","166","K002","5039","SQLによるデータ操作"
"S210070040","166","K003","5040","SQLによるデータ定義"
"S210070040","166","K004","5041","SQL記述における性能チューニング・最適化"
"S210070040","166","K005","5042","XML問合わせ言語（XQuery、Xpath）"
"S210070040","166","K006","5043","データベースの操作"
"S210070040","166","K007","5044","データ構造に対する操作（CRUD、並び替え、再編成、再平衡化）"
"S210070040","166","K008","5045","データ構造の型"
"S210070040","166","K009","5046","関係代数"
"S210070040","166","K010","5047","質問処理の最適化"
"S210070040","166","K011","5048","分析レポート機能"
"S210070050","167","K001","5049","データベースの性能向上"
"S210070050","167","K002","5050","データ制御"
"S210070050","167","K003","5051","トランザクションのリカバリ（トランザクションログ設計）"
"S210070050","167","K004","5052","トランザクションの定義（ACID特性、コミット/ロールバック）"
"S210070050","167","K005","5053","トランザクションの同時実行制御（アイソレーションレベル、ロック）"
"S210070050","167","K006","5054","トランザクション管理"
"S210070050","167","K007","5055","リカバリ処理"
"S210070050","167","K008","5056","排他制御"
"S210070060","168","K001","5057","DDL、DML、DCL"
"S210070060","168","K002","5058","インテグリティ制約"
"S210070060","168","K003","5059","カーソル"
"S210070060","168","K004","5060","データベース定義"
"S210070060","168","K005","5061","データ操作（挿入、更新、削除）"
"S210070060","168","K006","5062","トリガー"
"S210070060","168","K007","5063","ビュー"
"S210070060","168","K008","5064","プロシージャ"
"S210070060","168","K009","5065","ロック"
"S210070060","168","K010","5066","結合"
"S210070060","168","K011","5067","検索、条件付検索"
"S210070060","168","K012","5068","埋込みSQL、動的SQL"
"S210070070","169","K001","5069","データベースシステム"
"S210070070","169","K002","5070","データベースの物理設計"
"S210070070","169","K003","5071","データベース問合わせ言語"
"S210070070","169","K004","5072","データマイニング"
"S210070070","169","K005","5073","データモデリング"
"S210070070","169","K006","5074","トランザクション処理"
"S210070070","169","K007","5075","ハイパーテキストとハイパーメディア"
"S210070070","169","K008","5076","マルチメディアデータベース"
"S210070070","169","K009","5077","関係データベース"
"S210070070","169","K010","5078","関係データベース設計とデータ操作"
"S210070070","169","K011","5079","情報モデルとシステム"
"S210070070","169","K012","5080","情報格納と情報検索"
"S210070070","169","K013","5081","分散データベース"
"S210080010","170","K001","10287","インフォメーションフローダイアグラム"
"S210080010","170","K002","10288","クラスダイアグラム"
"S210080010","170","K003","5082","データベース運用管理要件定義"
"S210080010","170","K004","5083","データベース設計要件定義"
"S210080010","170","K005","10289","データモデル"
"S210080010","170","K006","10290","データライフサイクル"
"S210080010","170","K007","5084","現状調査と課題分析"
"S210080020","482","K001","5085","1NF"
"S210080020","482","K002","5086","2NF"
"S210080020","482","K003","5087","3NF"
"S210080020","482","K004","5088","4NF:多値従属性"
"S210080020","482","K005","5089","5NF:結合従属性"
"S210080020","482","K006","5090","BCNF"
"S210080020","482","K007","5298","CRUD表"
"S210080020","482","K008","5093","ER図（実体-関連モデル）"
"S210080020","482","K009","10291","IDEF1X"
"S210080020","482","K010","10292","KISS（Keep It Simple and Straight-forward）"
"S210080020","482","K011","5097","UML、IDEF1X、TM（T字型ER）、TH（椿正明、穂鷹良介）などによるモデリング"
"S210080020","482","K012","5099","XMLデータベース"
"S210080020","482","K013","5306","インフォメーションバリューチェーン分析"
"S210080020","482","K014","5307","エンタープライズデータモデル"
"S210080020","482","K015","5308","エンタープライズ情報管理"
